"id","uri"
8346,http://dbpedia.org/ontology/innervates
14532,http://dbpedia.org/ontology/Insect
8293,http://dbpedia.org/ontology/inseeCode
4152,http://dbpedia.org/ontology/installedCapacity
14730,http://dbpedia.org/ontology/Instrument
14161,http://dbpedia.org/ontology/Instrumentalist
14731,http://dbpedia.org/ontology/Intercommunality
8295,http://dbpedia.org/ontology/interest
14732,http://dbpedia.org/ontology/InternationalFootballLeagueEvent
14733,http://dbpedia.org/ontology/InternationalOrganisation
14533,http://dbpedia.org/ontology/Island
8296,http://dbpedia.org/ontology/iso6391Code
8297,http://dbpedia.org/ontology/iso6392Code
8347,http://dbpedia.org/ontology/isPartOfAnatomicalStructure
14534,http://dbpedia.org/ontology/Jockey
14535,http://dbpedia.org/ontology/Journalist
14536,http://dbpedia.org/ontology/Judge
14603,http://dbpedia.org/ontology/LacrosseLeague
14537,http://dbpedia.org/ontology/LacrossePlayer
14333,http://dbpedia.org/ontology/Lake
14145,http://dbpedia.org/ontology/Language
8348,http://dbpedia.org/ontology/languageRegulator
4881,http://dbpedia.org/ontology/lastPosition
4160,http://dbpedia.org/ontology/latestReleaseDate
8298,http://dbpedia.org/ontology/latinName
14193,http://dbpedia.org/ontology/LaunchPad
14734,http://dbpedia.org/ontology/Law
14429,http://dbpedia.org/ontology/LawFirm
14735,http://dbpedia.org/ontology/Lawyer
14245,http://dbpedia.org/ontology/LegalCase
8349,http://dbpedia.org/ontology/legalForm
8350,http://dbpedia.org/ontology/legislature
4161,http://dbpedia.org/ontology/length
4875,http://dbpedia.org/ontology/lengthReference
14736,http://dbpedia.org/ontology/Letter
14335,http://dbpedia.org/ontology/Library
8299,http://dbpedia.org/ontology/licenceNumber
14737,http://dbpedia.org/ontology/Lieutenant
14738,http://dbpedia.org/ontology/LifeCycleEvent
14538,http://dbpedia.org/ontology/Ligament
14539,http://dbpedia.org/ontology/Lighthouse
14739,http://dbpedia.org/ontology/LightNovel
14740,http://dbpedia.org/ontology/LineOfFashion
14741,http://dbpedia.org/ontology/Linguist
14742,http://dbpedia.org/ontology/Lipid
14743,http://dbpedia.org/ontology/List
14744,http://dbpedia.org/ontology/LiteraryGenre
14745,http://dbpedia.org/ontology/Locality
4614,http://dbpedia.org/ontology/location
8300,http://dbpedia.org/ontology/locationIdentifier
14746,http://dbpedia.org/ontology/Lock
14177,http://dbpedia.org/ontology/Locomotive
14747,http://dbpedia.org/ontology/LunarCrater
14540,http://dbpedia.org/ontology/Lymph
14336,http://dbpedia.org/ontology/Magazine
4862,http://dbpedia.org/ontology/majorShrine
14541,http://dbpedia.org/ontology/Mammal
14748,http://dbpedia.org/ontology/Man
14337,http://dbpedia.org/ontology/Manga
14749,http://dbpedia.org/ontology/Manhua
14750,http://dbpedia.org/ontology/Manhwa
14751,http://dbpedia.org/ontology/Manor
4173,http://dbpedia.org/ontology/marketCapitalisation
14430,http://dbpedia.org/ontology/MartialArtist
14752,http://dbpedia.org/ontology/MathematicalConcept
4876,http://dbpedia.org/ontology/maximumDepth
14542,http://dbpedia.org/ontology/Mayor
14246,http://dbpedia.org/ontology/MeanOfTransportation
14753,http://dbpedia.org/ontology/Media
8351,http://dbpedia.org/ontology/medicalSpecialty
14543,http://dbpedia.org/ontology/Medician
14754,http://dbpedia.org/ontology/Medicine
14755,http://dbpedia.org/ontology/Meeting
14544,http://dbpedia.org/ontology/MemberOfParliament
14756,http://dbpedia.org/ontology/MemberResistanceMovement
14757,http://dbpedia.org/ontology/Memorial
14758,http://dbpedia.org/ontology/MetroStation
14759,http://dbpedia.org/ontology/MicroRegion
14760,http://dbpedia.org/ontology/MilitaryAircraft
14338,http://dbpedia.org/ontology/MilitaryConflict
14156,http://dbpedia.org/ontology/MilitaryPerson
14545,http://dbpedia.org/ontology/MilitaryService
14339,http://dbpedia.org/ontology/MilitaryStructure
4863,http://dbpedia.org/ontology/militaryUnit
14761,http://dbpedia.org/ontology/MilitaryVehicle
14762,http://dbpedia.org/ontology/Mill
14763,http://dbpedia.org/ontology/Mine
14546,http://dbpedia.org/ontology/Mineral
14764,http://dbpedia.org/ontology/Minister
8352,http://dbpedia.org/ontology/mission
14341,http://dbpedia.org/ontology/MixedMartialArtsEvent
14159,http://dbpedia.org/ontology/MixedMartialArtsLeague
14765,http://dbpedia.org/ontology/MobilePhone
14547,http://dbpedia.org/ontology/Model
14548,http://dbpedia.org/ontology/Mollusca
14766,http://dbpedia.org/ontology/Monarch
14767,http://dbpedia.org/ontology/Monastery
14431,http://dbpedia.org/ontology/MonoclonalAntibody
14342,http://dbpedia.org/ontology/Monument
14768,http://dbpedia.org/ontology/Mosque
14549,http://dbpedia.org/ontology/Moss
8353,http://dbpedia.org/ontology/mother
14769,http://dbpedia.org/ontology/MotocycleRacer
14432,http://dbpedia.org/ontology/Motorcycle
14550,http://dbpedia.org/ontology/MotorcycleRacingLeague
14551,http://dbpedia.org/ontology/MotorcycleRider
14770,http://dbpedia.org/ontology/MotorRace
14247,http://dbpedia.org/ontology/MotorsportRacer
14343,http://dbpedia.org/ontology/MotorsportSeason
14344,http://dbpedia.org/ontology/Mountain
14552,http://dbpedia.org/ontology/MountainPass
14771,http://dbpedia.org/ontology/MountainRange
14772,http://dbpedia.org/ontology/MouseGene
14773,http://dbpedia.org/ontology/MouseGeneLocation
8301,http://dbpedia.org/ontology/mouthElevation
14774,http://dbpedia.org/ontology/MovieDirector
14775,http://dbpedia.org/ontology/MovieGenre
14776,http://dbpedia.org/ontology/MovingImage
14777,http://dbpedia.org/ontology/MovingWalkway
14778,http://dbpedia.org/ontology/MultiVolumePublication
14195,http://dbpedia.org/ontology/Municipality
8302,http://dbpedia.org/ontology/municipalityCode
14779,http://dbpedia.org/ontology/Murderer
14553,http://dbpedia.org/ontology/Muscle
14345,http://dbpedia.org/ontology/Museum
14346,http://dbpedia.org/ontology/Musical
14347,http://dbpedia.org/ontology/MusicalArtist
14204,http://dbpedia.org/ontology/MusicalWork
14780,http://dbpedia.org/ontology/MusicComposer
14781,http://dbpedia.org/ontology/MusicDirector
14210,http://dbpedia.org/ontology/MusicFestival
8252,http://dbpedia.org/ontology/musicFusionGenre
14178,http://dbpedia.org/ontology/MusicGenre
8253,http://dbpedia.org/ontology/musicSubgenre
14554,http://dbpedia.org/ontology/MythologicalFigure
14139,http://dbpedia.org/ontology/Name
14782,http://dbpedia.org/ontology/NarutoCharacter
14555,http://dbpedia.org/ontology/NascarDriver
14783,http://dbpedia.org/ontology/NationalAnthem
14224,http://dbpedia.org/ontology/NationalCollegiateAthleticAssociationAthlete
14556,http://dbpedia.org/ontology/NationalFootballLeagueEvent
14349,http://dbpedia.org/ontology/NationalFootballLeagueSeason
14784,http://dbpedia.org/ontology/NationalSoccerClub
14248,http://dbpedia.org/ontology/NaturalEvent
14249,http://dbpedia.org/ontology/NaturalPlace
14785,http://dbpedia.org/ontology/NaturalRegion
14348,http://dbpedia.org/ontology/NCAATeamSeason
14786,http://dbpedia.org/ontology/Nebula
8354,http://dbpedia.org/ontology/nerve
14558,http://dbpedia.org/ontology/NetballPlayer
4162,http://dbpedia.org/ontology/netIncome
14350,http://dbpedia.org/ontology/Newspaper
8355,http://dbpedia.org/ontology/nobelLaureates
14787,http://dbpedia.org/ontology/NobelPrize
14559,http://dbpedia.org/ontology/Noble
14788,http://dbpedia.org/ontology/NobleFamily
8254,http://dbpedia.org/ontology/nominee
14789,http://dbpedia.org/ontology/Non-ProfitOrganisation
14790,http://dbpedia.org/ontology/NordicCombined
14186,http://dbpedia.org/ontology/Novel
14791,http://dbpedia.org/ontology/NuclearPowerStation
8303,http://dbpedia.org/ontology/numberOfFilms
8304,http://dbpedia.org/ontology/numberOfOrbits
8305,http://dbpedia.org/ontology/numberOfPiersInWater
4877,http://dbpedia.org/ontology/numberOfStudents
8306,http://dbpedia.org/ontology/numberOfVehicles
4882,http://dbpedia.org/ontology/numberOfVineyards
14792,http://dbpedia.org/ontology/Ocean
14793,http://dbpedia.org/ontology/OfficeHolder
